eda,
90,
7,
3,
90,
1,
9,
21,
10,
3,
9,
56,
5,
27,
7,
1,
86,
52,
1,
3,
6,
73,
25,
21,
7,
18,
5,
54,
20,
4,
6,
0,
12,
8,
6,
0,
25,
48,
9,
5,
5,
78,
8,
1,
65,
1,
67,
27,
2,
54,
65,
5,
0,
83,
99,
4,
1,
6,
10,
71,
8,
2,
0,
28,
55,
83,
7,
5,
3,
9,
2,
23,
61,
23,
3,
84,
8,
33,
3,
36,
9,
8,
82,
80,
4,
2,
97,
59,
2,
5,
73,
5,
3,
60,
39,
51,
1,
9,
44,
8,
4,
22,
6,
7,
48,
9,
3,
67,
32,
9,
35,
5,
77,
14,
1,
4,
1,
61,
9,
5,
2,
8,
14,
21,
7,
0,
4,
58,
89,
5,
3,
97,
57,
6,
5,
82,
3,
44,
20,
6,
8,
3,
55,
30,
9,
95,
69,
5,
8,
43,
10,
62,
28,
406,
5,
2,
71,
66,
2,
2,
2,
5,
38,
46,
79,
0,
75,
6,
4,
3,
1,
1,
