eda,
119,
119,
119,
119,
119,
118,
118,
117,
117,
117,
116,
1,
16,
115,
115,
114,
113,
11,
2,
112,
11,
1,
110,
109,
109,
1,
9,
108,
107,
106,
106,
105,
104,
103,
10,
3,
102,
101,
101,
1,
0,
99,
99,
98,
97,
97,
96,
96,
96,
95,
95,
94,
94,
94,
94,
94,
93,
93,
93,
93,
9,
2,
92,
9,
2,
92,
91,
91,
91,
90,
89,
89,
88,
87,
87,
8,
6,
85,
84,
83,
82,
80,
79,
7,
8,
76,
75,
74,
72,
71,
70,
69,
68,
6,
6,
65,
6,
4,
63,
62,
61,
60,
59,
58,
5,
7,
56,
55,
54,
5,
3,
53,
52,
51,
51,
50,
49,
48,
48,
4,
7,
47,
46,
45,
45,
44,
44,
44,
43,
43,
43,
42,
42,
42,
42,
42,
41,
41,
4,
1,
40,
40,
40,
40,
39,
39,
40,
39,
39,
39,
4,
0,
40,
40,
40,
40,
40,
41,
4,
1,
41,
41,
42,
42,
42,
43,
43,
43,
44,
44,
4,
4,
44,
45,
45,
45,
46,
46,
4,
6,
47,
4,
7,
47,
4,
8,
48,
48,
49,
49,
50,
50,
51,
51,
51,
52,
52,
53,
53,
53,
53,
5,
4,
54,
5,
5,
55,
55,
56,
56,
56,
56,
5,
7,
57,
58,
58,
58,
59,
59,
59,
59,
60,
60,
60,
61,
61,
61,
62,
62,
62,
62,
63,
63,
63,
63,
64,
64,
63,
64,
64,
65,
65,
65,
65,
65,
66,
66,
67,
67,
67,
67,
67,
6,
8,
68,
6,
8,
69,
69,
69,
69,
69,
69,
69,
68,
68,
67,
67,
67,
66,
65,
64,
64,
63,
6,
2,
61,
6,
0,
59,
58,
57,
56,
55,
54,
5,
3,
52,
52,
51,
50,
49,
49,
48,
48,
47,
47,
46,
46,
45,
45,
45,
45,
44,
44,
44,
44,
44,
4,
4,
44,
44,
43,
43,
43,
44,
43,
43,
43,
43,
43,
44,
44,
44,
44,
44,
44,
44,
44,
44,
44,
44,
45,
45,
45,
45,
45,
45,
46,
46,
46,
46,
47,
47,
47,
4,
7,
47,
48,
48,
48,
49,
49,
49,
49,
50,
50,
50,
51,
51,
51,
51,
52,
52,
52,
52,
5,
3,
53,
5,
3,
53,
54,
54,
54,
54,
55,
5,
5,
55,
55,
56,
56,
56,
56,
57,
57,
5,
7,
57,
57,
57,
57,
57,
58,
58,
58,
58,
58,
58,
58,
5,
8,
58,
58,
58,
58,
5,
8,
58,
58,
58,
58,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
57,
56,
57,
57,
57,
57,
56,
57,
57,
5,
7,
57,
5,
7,
57,
57,
57,
57,
57,
57,
57,
57,
5,
7,
57,
57,
57,
57,
57,
57,
5,
7,
57,
5,
8,
58,
58,
57,
58,
58,
58,
58,
58,
5,
8,
58,
58,
58,
58,
58,
58,
58,
59,
5,
8,
59,
5,
9,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
59,
5,
9,
59,
60,
60,
60,
60,
60,
60,
60,
60,
59,
59,
59,
59,
59,
59,
58,
58,
5,
8,
57,
57,
57,
56,
56,
56,
55,
55,
54,
54,
5,
4,
54,
5,
3,
53,
53,
53,
52,
52,
52,
52,
51,
51,
51,
51,
51,
51,
51,
51,
5,
0,
50,
50,
50,
50,
50,
50,
50,
50,
5,
0,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
50,
51,
51,
51,
51,
50,
51,
50,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
51,
5,
2,
51,
5,
2,
52,
52,
52,
52,
52,
52,
52,
52,
52,
52,
5,
2,
53,
53,
53,
53,
53,
53,
53,
53,
53,
53,
53,
54,
54,
54,
53,
54,
54,
54,
54,
54,
54,
54,
55,
55,
55,
55,
5,
4,
54,
55,
54,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
5,
5,
55,
5,
5,
55,
5,
5,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
55,
56,
55,
55,
5,
6,
56,
5,
6,
56,
5,
6,
56,
56,
56,
56,
55,
56,
5,
6,
56,
5,
5,
56,
56,
56,
56,
56,
56,
5,
6,
56,
5,
6,
56,
56,
56,
56,
56,
56,
5,
6,
56,
5,
6,
56,
5,
6,
56,
56,
56,
56,
56,
56,
56,
56,
57,
57,
57,
56,
56,
57,
57,
5,
7,
57,
57,
57,
58,
58,
58,
59,
59,
59,
59,
59,
60,
60,
60,
60,
60,
60,
60,
60,
6,
0,
61,
61,
61,
61,
61,
61,
61,
61,
6,
2,
